time,velocity_r3, angular_vel_r3,num_detections3,num_inliers3,average_range3,velocity_r4,angular_vel_r4,num_detections4,num_inliers4,average_range4,combined_velocity,combined_angular_vel,x,y
3138312.0,0.09899078341076481,3.459758258013846,5.0,4.0,9.629999999999999,nan,nan,nan,nan,nan,0.09899078341076481,-0.7839759453697949,46.558005156453326,30.911366819413793
3138362.0,-0.0,-0.0,6.0,6.0,9.458333333333334,nan,nan,nan,nan,nan,-0.0,-0.9113813504680162,46.557549351788154,30.911410773748706
3138412.0,-0.09908576240158007,-0.8565056675684405,5.0,5.0,9.629999999999999,nan,nan,nan,nan,nan,-0.09908576240158007,-1.0688055772857146,46.557077761219205,30.9114565760157
3138512.0,0.04738687343558219,3.6849318696472304,5.0,4.0,9.629999999999999,nan,nan,nan,nan,nan,0.04738687343558219,-1.1988955842190478,46.55572596549847,30.911588951752776
3138562.0,-0.0,-0.0,5.0,4.0,9.62,nan,nan,nan,nan,nan,-0.0,-1.3230703188320645,46.554864344398766,30.911674949720858
3138612.0,-0.0,-0.0,5.0,5.0,6.029999999999999,nan,nan,nan,nan,nan,-0.0,-1.3595074857869633,46.55374266765418,30.91178808906289
3138862.0,-0.0,-0.0,5.0,5.0,9.62,nan,nan,nan,nan,nan,-0.0,-1.4551401768103374,46.548076596745595,30.91236621382176
3138912.0,-0.0,-0.0,5.0,5.0,9.45,nan,nan,nan,nan,nan,-0.0,-1.6391753198980705,46.546774845331754,30.912506842248277
3138962.0,-0.0,-0.0,5.0,5.0,9.629999999999999,nan,nan,nan,nan,nan,-0.0,-1.973303012410459,46.54528774566955,30.912669404571783
3139112.0,0.05404895349948484,3.6542245709204595,5.0,4.0,9.629999999999999,nan,nan,nan,nan,nan,0.05404895349948484,-2.0905971448196645,46.53956262617419,30.913303534764953
3139162.0,0.18390791086203556,4.792716653682598,6.0,6.0,9.458333333333334,nan,nan,nan,nan,nan,0.18390791086203556,-2.169738072666391,46.537520127210136,30.913540455050956
3139262.0,0.12282656865964597,4.292826267071481,6.0,6.0,9.466666666666667,nan,nan,nan,nan,nan,0.12282656865964597,-1.964224282406596,46.53297962493214,30.914075528877756
3139362.0,-0.0,-0.0,5.0,5.0,8.82,nan,nan,nan,nan,nan,-0.0,-2.0677473214141844,46.52889920082498,30.91457205880879
3139412.0,0.0472488289528185,3.6844474188042042,6.0,6.0,8.65,nan,nan,nan,nan,nan,0.0472488289528185,-2.233690060917421,46.526816738159205,30.914832712977102
3139512.0,0.04732460726449403,3.6852157463545825,5.0,5.0,9.629999999999999,nan,nan,nan,nan,nan,0.04732460726449403,-2.244047671707329,46.52266536120066,30.9153599355506
3139712.0,-0.0,-0.0,5.0,5.0,7.01,nan,nan,nan,nan,nan,-0.0,-2.2255161294028207,46.51468401599382,30.916405195119356
3140012.0,0.04907402991568911,3.7029534022940127,5.0,5.0,9.62,nan,nan,nan,nan,nan,0.04907402991568911,-2.338801260777101,46.50330883908811,30.91798564775639
3140162.0,-0.0,-0.0,5.0,5.0,7.0200000000000005,nan,nan,nan,nan,nan,-0.0,-2.1781385383510825,46.49766556578455,30.918836857946385
3140362.0,0.024134801877585908,3.450090867312714,5.0,5.0,9.62,nan,nan,nan,nan,nan,0.024134801877585908,-2.0192284178877835,46.49086287051137,30.91990559125922
3140412.0,0.04115396657419066,3.781535688709441,5.0,5.0,7.0200000000000005,nan,nan,nan,nan,nan,0.04115396657419066,-1.8297473709111305,46.48927020395107,30.920168229393102
3140512.0,0.12282656865964597,4.292826267071481,6.0,6.0,9.466666666666667,nan,nan,nan,nan,nan,0.12282656865964597,-1.9715392519141788,46.48650264084735,30.92062962426501
3140562.0,-0.0,-0.0,5.0,5.0,9.61,nan,nan,nan,nan,nan,-0.0,-1.8446638306958365,46.48502472321731,30.92088086914541
3140612.0,-0.0,-0.0,6.0,6.0,9.466666666666667,nan,nan,nan,nan,nan,-0.0,-1.6790568768034948,46.48370252968515,30.921107982299894
3140712.0,0.006571590935624177,4.124659478277704,5.0,5.0,6.029999999999999,nan,nan,nan,nan,nan,0.006571590935624177,-1.8273975836922807,46.48227779309014,30.921355071101114
3140862.0,0.09823035859744003,3.433181177432696,5.0,2.0,9.62,nan,nan,nan,nan,nan,0.09823035859744003,-1.8175569933999705,46.480033817439065,30.921751015890994
3141062.0,0.021283604446355044,1.817940686433838,5.0,4.0,9.629999999999999,nan,nan,nan,nan,nan,0.021283604446355044,-1.773979334169808,46.47731017031613,30.922245045083333
3141112.0,0.0479465050954344,3.682380461873925,5.0,5.0,7.01,nan,nan,nan,nan,nan,0.0479465050954344,-1.696664606001793,46.476720057779296,30.92235595438259
3141212.0,-0.12375539561048253,-4.325289054037091,5.0,3.0,9.790000000000001,nan,nan,nan,nan,nan,-0.12375539561048253,-1.4615916950854757,46.47586588782712,30.922517861660882
3141262.0,-0.0,-0.0,5.0,5.0,7.0200000000000005,nan,nan,nan,nan,nan,-0.0,-1.2273272940538642,46.47556253598172,30.922576292874574
3141312.0,-0.06597348312403957,0.30077865451596997,5.0,2.0,9.629999999999999,nan,nan,nan,nan,nan,-0.06597348312403957,-1.15159668124585,46.47540707237181,30.922606443758742
3141862.0,0.05399197448332094,3.654818658823639,5.0,5.0,9.62,nan,nan,nan,nan,nan,0.05399197448332094,-1.156075584959124,46.47431691537838,30.922819082488196
3142012.0,-0.10382436512989025,-1.0221212870821177,5.0,5.0,9.629999999999999,nan,nan,nan,nan,nan,-0.10382436512989025,-1.314838593132931,46.47334636200165,30.92301955386801
