%time,field.header.seq,field.header.stamp,field.header.frame_id,field.speed
1575034230219518605,22876,3361072191000,vehicle_info_speed,2.75187492371
1575034230243134362,22877,3361082196000,vehicle_info_speed,2.75187492371
1575034230269745647,22878,3361092238000,vehicle_info_speed,2.75187492371
1575034230289858064,22879,3361102161000,vehicle_info_speed,2.75187492371
1575034230311353513,22880,3361112978000,vehicle_info_speed,2.75187492371
1575034230325375560,22881,3361122270000,vehicle_info_speed,2.75187492371
1575034230342552495,22882,3361132810000,vehicle_info_speed,2.75187492371
1575034230360561353,22883,3361143228000,vehicle_info_speed,2.75187492371
1575034230370046482,22884,3361151986000,vehicle_info_speed,2.75187492371
1575034230390632797,22885,3361162973000,vehicle_info_speed,2.75187492371
1575034230428909321,22886,3361173005000,vehicle_info_speed,2.75187492371
1575034230428922833,22887,3361182855000,vehicle_info_speed,2.75187492371
1575034230428956189,22888,3361192081000,vehicle_info_speed,2.75187492371
1575034230464274527,22889,3361202910000,vehicle_info_speed,2.73568749428
1575034230489844306,22890,3361212951000,vehicle_info_speed,2.73568749428
1575034230504287670,22891,3361222529000,vehicle_info_speed,2.73568749428
1575034230514916803,22892,3361232810000,vehicle_info_speed,2.73568749428
1575034230535695404,22893,3361242674000,vehicle_info_speed,2.73568749428
1575034230560464928,22894,3361253038000,vehicle_info_speed,2.73568749428
1575034230560474028,22895,3361262968000,vehicle_info_speed,2.73568749428
1575034230585142971,22896,3361273022000,vehicle_info_speed,2.73568749428
1575034230595865798,22897,3361282864000,vehicle_info_speed,2.73568749428
1575034230629030353,22898,3361292992000,vehicle_info_speed,2.73568749428
1575034230651699409,22899,3361302968000,vehicle_info_speed,2.73568749428
1575034230661710708,22900,3361312951000,vehicle_info_speed,2.73568749428
1575034230686070323,22901,3361323199000,vehicle_info_speed,2.71950006485
1575034230698637769,22902,3361332810000,vehicle_info_speed,2.71950006485
1575034230717729954,22903,3361343357000,vehicle_info_speed,2.71950006485
1575034230738622212,22904,3361352976000,vehicle_info_speed,2.71950006485
1575034230752191720,22905,3361363006000,vehicle_info_speed,2.71950006485
1575034230769460612,22906,3361372502000,vehicle_info_speed,2.71950006485
1575034230792493348,22907,3361382805000,vehicle_info_speed,2.73568749428
1575034230807208686,22908,3361392655000,vehicle_info_speed,2.73568749428
1575034230827739587,22909,3361402902000,vehicle_info_speed,2.73568749428
1575034230844708501,22910,3361412967000,vehicle_info_speed,2.73568749428
1575034230868434187,22911,3361423038000,vehicle_info_speed,2.73568749428
1575034230878332332,22912,3361432853000,vehicle_info_speed,2.71950006485
1575034230897851018,22913,3361443405000,vehicle_info_speed,2.71950006485
1575034230908645342,22914,3361452985000,vehicle_info_speed,2.71950006485
1575034230943299756,22915,3361462961000,vehicle_info_speed,2.71950006485
1575034230958775279,22916,3361472649000,vehicle_info_speed,2.71950006485
1575034230978476220,22917,3361482949000,vehicle_info_speed,2.71950006485
1575034230993717070,22918,3361493055000,vehicle_info_speed,2.71950006485
1575034231021855174,22919,3361502970000,vehicle_info_speed,2.71950006485
1575034231021997402,22920,3361512951000,vehicle_info_speed,2.71950006485
1575034231047173093,22921,3361522997000,vehicle_info_speed,2.71950006485
1575034231064840538,22922,3361532823000,vehicle_info_speed,2.70331263542
1575034231098264383,22923,3361543165000,vehicle_info_speed,2.70331263542
1575034231098278906,22924,3361552989000,vehicle_info_speed,2.70331263542
1575034231132265846,22925,3361563116000,vehicle_info_speed,2.70331263542
1575034231143873441,22926,3361573105000,vehicle_info_speed,2.70331263542
1575034231162712591,22927,3361583231000,vehicle_info_speed,2.70331263542
1575034231174960510,22928,3361593300000,vehicle_info_speed,2.70331263542
1575034231197531475,22929,3361603191000,vehicle_info_speed,2.70331263542
1575034231209180899,22930,3361612964000,vehicle_info_speed,2.70331263542
1575034231244231036,22931,3361624216000,vehicle_info_speed,2.70331263542
1575034231244275825,22932,3361633000000,vehicle_info_speed,2.70331263542
1575034231270490166,22933,3361645039000,vehicle_info_speed,2.68712496758
1575034231278526146,22934,3361653108000,vehicle_info_speed,2.68712496758
1575034231302902753,22935,3361664169000,vehicle_info_speed,2.68712496758
1575034231335200108,22936,3361674936000,vehicle_info_speed,2.68712496758
1575034231348968786,22937,3361683926000,vehicle_info_speed,2.68712496758
1575034231359442400,22938,3361693309000,vehicle_info_speed,2.68712496758
1575034231371437116,22939,3361703984000,vehicle_info_speed,2.68712496758
1575034231401562883,22940,3361713383000,vehicle_info_speed,2.68712496758
1575034231424998080,22941,3361723588000,vehicle_info_speed,2.67093777657
1575034231439662728,22942,3361733810000,vehicle_info_speed,2.67093777657
1575034231480825383,22943,3361745221000,vehicle_info_speed,2.67093777657
1575034231480833988,22944,3361754067000,vehicle_info_speed,2.67093777657
1575034231480850376,22945,3361763898000,vehicle_info_speed,2.67093777657
1575034231520109793,22946,3361774162000,vehicle_info_speed,2.67093777657
1575034231531275923,22947,3361783991000,vehicle_info_speed,2.67093777657
1575034231554024865,22948,3361793323000,vehicle_info_speed,2.67093777657
1575034231568621744,22949,3361803994000,vehicle_info_speed,2.67093777657
1575034231583974197,22950,3361814173000,vehicle_info_speed,2.67093777657
1575034231609012811,22951,3361824158000,vehicle_info_speed,2.6547498703
1575034231624498612,22952,3361833810000,vehicle_info_speed,2.6547498703
1575034231644029659,22953,3361844283000,vehicle_info_speed,2.6547498703
1575034231656490647,22954,3361854005000,vehicle_info_speed,2.6547498703
1575034231671820039,22955,3361864167000,vehicle_info_speed,2.6547498703
1575034231686458819,22956,3361874257000,vehicle_info_speed,2.6547498703
1575034231713473381,22957,3361884055000,vehicle_info_speed,2.63856267929
1575034231728251689,22958,3361894324000,vehicle_info_speed,2.63856267929
1575034231741951738,22959,3361904065000,vehicle_info_speed,2.63856267929
1575034231754039851,22960,3361914443000,vehicle_info_speed,2.63856267929
1575034231782216198,22961,3361924936000,vehicle_info_speed,2.63856267929
1575034231782231013,22962,3361933805000,vehicle_info_speed,2.62237501144
1575034231807095237,22963,3361944221000,vehicle_info_speed,2.62237501144
1575034231832057321,22964,3361954090000,vehicle_info_speed,2.62237501144
1575034231849335548,22965,3361965070000,vehicle_info_speed,2.62237501144
1575034231860148407,22966,3361974192000,vehicle_info_speed,2.62237501144
1575034231882360838,22967,3361984259000,vehicle_info_speed,2.62237501144
1575034231899989122,22968,3361994881000,vehicle_info_speed,2.63856267929
1575034231925400299,22969,3362004200000,vehicle_info_speed,2.63856267929
1575034231925416508,22970,3362014361000,vehicle_info_speed,2.62237501144
1575034231948408477,22971,3362024319000,vehicle_info_speed,2.62237501144
1575034231968093975,22972,3362033927000,vehicle_info_speed,2.62237501144
1575034231987791762,22973,3362045611000,vehicle_info_speed,2.60618758202
1575034232006434659,22974,3362054035000,vehicle_info_speed,2.60618758202
1575034232021414506,22975,3362065378000,vehicle_info_speed,2.60618758202
1575034232036805094,22976,3362074302000,vehicle_info_speed,2.60618758202
1575034232049785364,22977,3362084971000,vehicle_info_speed,2.60618758202
1575034232069188379,22978,3362094553000,vehicle_info_speed,2.60618758202
1575034232083349392,22979,3362104547000,vehicle_info_speed,2.60618758202
1575034232098174266,22980,3362114163000,vehicle_info_speed,2.60618758202
1575034232113219023,22981,3362124401000,vehicle_info_speed,2.60618758202
1575034232128679448,22982,3362134237000,vehicle_info_speed,2.59000015259
1575034232139033350,22983,3362144376000,vehicle_info_speed,2.60618758202
1575034232158661388,22984,3362154157000,vehicle_info_speed,2.60618758202
1575034232175809336,22985,3362165636000,vehicle_info_speed,2.59000015259
1575034232193206091,22986,3362174943000,vehicle_info_speed,2.59000015259
1575034232206916229,22987,3362184887000,vehicle_info_speed,2.59000015259
1575034232221734393,22988,3362194481000,vehicle_info_speed,2.59000015259
1575034232239217235,22989,3362204859000,vehicle_info_speed,2.59000015259
1575034232256943290,22990,3362214553000,vehicle_info_speed,2.59000015259
1575034232272671498,22991,3362225042000,vehicle_info_speed,2.59000015259
1575034232286916543,22992,3362234974000,vehicle_info_speed,2.57381224632
1575034232307781802,22993,3362245542000,vehicle_info_speed,2.57381224632
1575034232323661621,22994,3362254886000,vehicle_info_speed,2.57381224632
1575034232343392207,22995,3362265450000,vehicle_info_speed,2.57381224632
1575034232353200236,22996,3362275010000,vehicle_info_speed,2.57381224632
1575034232373792921,22997,3362284887000,vehicle_info_speed,2.57381224632
1575034232404622802,22998,3362294899000,vehicle_info_speed,2.57381224632
1575034232416787023,22999,3362305167000,vehicle_info_speed,2.57381224632
1575034232431780950,23000,3362314669000,vehicle_info_speed,2.57381224632
1575034232452862368,23001,3362325275000,vehicle_info_speed,2.55762505531
1575034232462691583,23002,3362334932000,vehicle_info_speed,2.55762505531
1575034232477205985,23003,3362345351000,vehicle_info_speed,2.55762505531
1575034232492234464,23004,3362354922000,vehicle_info_speed,2.55762505531
1575034232507545630,23005,3362365247000,vehicle_info_speed,2.55762505531
1575034232540484742,23006,3362374896000,vehicle_info_speed,2.55762505531
1575034232550482409,23007,3362385215000,vehicle_info_speed,2.55762505531
1575034232564962263,23008,3362396267000,vehicle_info_speed,2.55762505531
1575034232574891453,23009,3362405136000,vehicle_info_speed,2.55762505531
1575034232590895577,23010,3362416175000,vehicle_info_speed,2.55762505531
1575034232608606233,23011,3362425228000,vehicle_info_speed,2.5414378643
1575034232622684283,23012,3362434888000,vehicle_info_speed,2.5414378643
1575034232648410103,23013,3362448965000,vehicle_info_speed,2.5414378643
1575034232663160081,23014,3362455028000,vehicle_info_speed,2.52524995804
1575034232680450433,23015,3362466663000,vehicle_info_speed,2.52524995804
1575034232694141458,23016,3362474925000,vehicle_info_speed,2.52524995804
1575034232711220000,23017,3362485377000,vehicle_info_speed,2.52524995804
1575034232726261959,23018,3362495850000,vehicle_info_speed,2.52524995804
1575034232746712045,23019,3362505184000,vehicle_info_speed,2.52524995804
1575034232758269017,23020,3362515236000,vehicle_info_speed,2.52524995804
1575034232775020404,23021,3362525952000,vehicle_info_speed,2.52524995804
1575034232787969611,23022,3362535103000,vehicle_info_speed,2.52524995804
1575034232808529982,23023,3362545441000,vehicle_info_speed,2.52524995804
1575034232824643282,23024,3362555212000,vehicle_info_speed,2.52524995804
1575034232841962525,23025,3362567094000,vehicle_info_speed,2.52524995804
1575034232862230275,23026,3362576052000,vehicle_info_speed,2.52524995804
1575034232899347502,23027,3362585913000,vehicle_info_speed,2.50906252861
1575034232909707458,23028,3362595126000,vehicle_info_speed,2.50906252861
1575034232924646170,23029,3362605884000,vehicle_info_speed,2.50906252861
1575034232937065253,23030,3362615187000,vehicle_info_speed,2.50906252861
1575034232955222648,23031,3362625963000,vehicle_info_speed,2.50906252861
1575034232972516504,23032,3362635867000,vehicle_info_speed,2.50906252861
1575034232987049997,23033,3362646081000,vehicle_info_speed,2.49287509918
1575034233000128603,23034,3362655993000,vehicle_info_speed,2.49287509918
1575034233029628909,23035,3362666478000,vehicle_info_speed,2.49287509918
1575034233029771496,23036,3362676069000,vehicle_info_speed,2.49287509918
1575034233059452374,23037,3362685883000,vehicle_info_speed,2.49287509918
1575034233069273123,23038,3362695452000,vehicle_info_speed,2.49287509918
1575034233085799340,23039,3362705986000,vehicle_info_speed,2.49287509918
1575034233111824029,23040,3362715458000,vehicle_info_speed,2.49287509918
1575034233111830848,23041,3362725985000,vehicle_info_speed,2.47668743134
1575034233141112968,23042,3362735398000,vehicle_info_speed,2.47668743134
1575034233158132163,23043,3362745688000,vehicle_info_speed,2.47668743134
1575034233172209017,23044,3362755873000,vehicle_info_speed,2.47668743134
1575034233208468492,23045,3362767232000,vehicle_info_speed,2.46050024033
1575034233218556395,23046,3362776014000,vehicle_info_speed,2.46050024033
1575034233229176814,23047,3362785895000,vehicle_info_speed,2.46050024033
1575034233250118051,23048,3362795597000,vehicle_info_speed,2.44431233406
1575034233267139495,23049,3362805876000,vehicle_info_speed,2.44431233406
1575034233280212951,23050,3362815698000,vehicle_info_speed,2.44431233406
1575034233294862439,23051,3362825931000,vehicle_info_speed,2.42812514305
1575034233323963834,23052,3362835910000,vehicle_info_speed,2.42812514305
1575034233323978678,23053,3362845952000,vehicle_info_speed,2.42812514305
1575034233350275209,23054,3362855880000,vehicle_info_speed,2.4119374752
1575034233368446232,23055,3362869294000,vehicle_info_speed,2.39575004578
1575034233388336467,23056,3362875920000,vehicle_info_speed,2.39575004578
1575034233402380424,23057,3362885877000,vehicle_info_speed,2.39575004578
1575034233416178530,23058,3362896146000,vehicle_info_speed,2.37956261635
1575034233436391447,23059,3362905904000,vehicle_info_speed,2.37956261635
