time,velocity_r1, angular_vel_r1,num_detections1,num_inliers1,average_range1,velocity_r2,angular_vel_r2,num_detections2,num_inliers2,average_range2,combined_velocity,combined_angular_vel,x,y
3131962.0,0.046796730628589654,-0.1832609984522972,6.0,6.0,18.174999999999997,nan,nan,nan,nan,nan,0.046796730628589654,0.27277933308429225,46.57,30.91
3132062.0,-0.0,0.0,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.0,0.15175230700859482,46.568407041477236,30.91
3132112.0,-0.0,0.0,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.0,0.04964818794953979,46.567529958758094,30.909999337502082
3132162.0,-0.0,0.0,5.0,5.0,16.2,nan,nan,nan,nan,nan,-0.0,-0.03464179741621903,46.56658550205762,30.909998367169155
3132262.0,0.04648734939546472,-0.1926528899396237,5.0,5.0,16.209999999999997,nan,nan,nan,nan,nan,0.04648734939546472,-0.102226422412028,46.56458691817986,30.90999594818158
3132312.0,-0.0,0.0,5.0,5.0,12.41,nan,nan,nan,nan,nan,-0.0,-0.1542144603612336,46.5635446391385,30.909994458616296
3132362.0,0.04874742547471791,-0.14284378308522538,6.0,6.0,14.866666666666665,nan,nan,nan,nan,nan,0.04874742547471791,-0.19171468458718194,46.562470530089726,30.909992869407972
3132412.0,-0.0,0.0,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.0,-0.2158358684132194,46.56137505754942,30.909991243060215
3132462.0,-0.0,0.0,6.0,6.0,18.14166666666667,nan,nan,nan,nan,nan,-0.0,-0.2276867851626923,46.56026799732854,30.90998963014867
3132512.0,-0.01603842561905577,-0.8357583261647197,8.0,6.0,15.218750000000002,nan,nan,nan,nan,nan,-0.01603842561905577,-0.22837620815894705,46.559158434538716,30.909988067655704
3132562.0,0.04836742190043396,-0.10159238523922691,6.0,6.0,14.758333333333333,nan,nan,nan,nan,nan,0.04836742190043396,-0.21901291072532986,46.55805476359245,30.909986578651274
3132612.0,0.046464346281591025,-0.19255756042690744,5.0,5.0,16.22,nan,nan,nan,nan,nan,0.046464346281591025,-0.2007056661851871,46.55696468819999,30.90998517303349
3132712.0,0.1302958454052017,3.9978799405383683,6.0,6.0,18.166666666666668,nan,nan,nan,nan,nan,0.1302958454052017,-0.1745632478618649,46.55482575452959,30.909982525098094
3132762.0,-0.0,0.0,5.0,5.0,16.22,nan,nan,nan,nan,nan,-0.0,-0.14169442907871016,46.55378321849997,30.909981308536782
3132812.0,-0.0,0.0,5.0,5.0,16.21,nan,nan,nan,nan,nan,-0.0,-0.10320798315906826,46.552773244899164,30.909980142808983
3132862.0,0.0483879010326325,-0.10050724909866955,5.0,5.0,16.209999999999997,nan,nan,nan,nan,nan,0.0483879010326325,-0.06021268342628644,46.55180077458717,30.909979004833215
3132962.0,-0.0,0.0,5.0,5.0,16.2,nan,nan,nan,nan,nan,-0.0,-0.013817303203710385,46.54993934082607,30.909976734347133
3133062.0,-0.0,0.0,5.0,5.0,16.22,nan,nan,nan,nan,nan,-0.0,0.03486938418531338,46.548168532987326,30.90997426599466
3133112.0,-0.0,0.0,6.0,6.0,17.433333333333334,nan,nan,nan,nan,nan,-0.0,0.0847386054174395,46.54733131080725,30.909972885372788
3133162.0,-0.0,0.0,5.0,5.0,15.49,nan,nan,nan,nan,nan,-0.0,0.11290386975616756,46.546544448198894,30.909971453985598
3133262.0,-0.09100430200866394,-4.344781196614252,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.09100430200866394,0.1404268117020898,46.54507441668421,30.909968465878404
3133412.0,0.11180121977844118,3.37596485316858,5.0,3.0,16.17,nan,nan,nan,nan,nan,0.11180121977844118,0.15025776679191327,46.542779618990174,30.9099627082494
3133462.0,-0.0,0.0,5.0,5.0,16.2,nan,nan,nan,nan,nan,-0.0,0.16127820468340046,46.542149000547525,30.909960630037368
3133512.0,-0.0,0.0,5.0,5.0,12.42,nan,nan,nan,nan,nan,-0.0,0.18326967614252904,46.54164480128768,30.909958831927497
3133562.0,-0.0,0.0,5.0,5.0,12.39,nan,nan,nan,nan,nan,-0.0,0.21180349235874962,46.54118737573114,30.9099570723759
3133612.0,0.04690003023453933,-0.18012513051369064,5.0,3.0,16.18,nan,nan,nan,nan,nan,0.04690003023453933,0.3449420953639828,46.540689784376205,30.90995500926042
3133662.0,-0.07373189863875404,-3.8421506982615994,6.0,6.0,18.174999999999997,nan,nan,nan,nan,nan,-0.07373189863875404,0.3317684593462903,46.540429805821596,30.909953846982038
3133712.0,0.0481203046260754,-0.11348129404789532,5.0,5.0,16.2,nan,nan,nan,nan,nan,0.0481203046260754,0.21005079044026623,46.54015523964957,30.909952498498328
3133762.0,0.04636614806133559,-0.20763469938133783,5.0,5.0,16.2,nan,nan,nan,nan,nan,0.04636614806133559,0.2314352109629813,46.53974574301412,30.90995031158759
3133812.0,-0.0,0.0,5.0,5.0,16.17,nan,nan,nan,nan,nan,-0.0,0.2836180409405652,46.5393673826539,30.90994816877197
3133912.0,-0.0,0.0,5.0,3.0,16.2,nan,nan,nan,nan,nan,-0.0,0.3156411986835232,46.53893397114603,30.90994556612349
3133962.0,-0.0,0.0,6.0,6.0,14.841666666666667,nan,nan,nan,nan,nan,-0.0,0.28198710499635926,46.53865727000762,30.90994369027799
3134012.0,-0.0,0.0,7.0,7.0,16.735714285714288,nan,nan,nan,nan,nan,-0.0,0.15454741178640327,46.538328252382904,30.909941323188562
3134062.0,-0.0,0.0,5.0,5.0,16.21,nan,nan,nan,nan,nan,-0.0,0.0048414277304971234,46.53773826911703,30.90993685103113
3134112.0,0.04600600109805383,-0.21680819794503378,6.0,6.0,17.45,nan,nan,nan,nan,nan,0.04600600109805383,0.04622255416839209,46.5369575980368,30.90993071913022
3134162.0,-0.0,0.0,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.0,0.0753218559307542,46.53620133750455,30.909924670169826
3134312.0,-0.0,0.0,5.0,5.0,16.21,nan,nan,nan,nan,nan,-0.0,0.10726689658069007,46.53393103619076,30.90990610253591
3134362.0,-0.0,0.0,6.0,6.0,14.850000000000001,nan,nan,nan,nan,nan,-0.0,0.1324779523447555,46.5331694168185,30.909899404394835
3134412.0,-0.0,0.0,5.0,5.0,12.42,nan,nan,nan,nan,nan,-0.0,0.1509550232229505,46.53241084206815,30.909892556090252
3134462.0,-0.0,0.0,5.0,5.0,16.21,nan,nan,nan,nan,nan,-0.0,0.23373735589297523,46.53166321135696,30.909885615749253
3134512.0,0.04314954440633973,-0.29411615863331986,5.0,5.0,12.42,nan,nan,nan,nan,nan,0.04314954440633973,0.2673522108410793,46.5310088188031,30.909879363357323
3134562.0,0.04314584646353902,-0.29409095269554075,5.0,5.0,16.18,nan,nan,nan,nan,nan,0.04314584646353902,0.17403074438362043,46.530419030722534,30.909873525557916
3134662.0,-0.0,0.0,5.0,5.0,12.41,nan,nan,nan,nan,nan,-0.0,0.24190115739250548,46.52909957916403,30.909859973334235
3134762.0,-0.0,0.0,5.0,5.0,12.4,nan,nan,nan,nan,nan,-0.0,0.24898258696563735,46.52800002641023,30.909848038610175
3134812.0,0.11010825901367229,3.3425583383633115,5.0,5.0,16.21,nan,nan,nan,nan,nan,0.11010825901367229,0.24924272677234596,46.52746834193329,30.909841894623728
3134912.0,0.046441524526668714,-0.19364713014473006,6.0,6.0,14.866666666666665,nan,nan,nan,nan,nan,0.046441524526668714,0.24432319470982347,46.52645844271228,30.909829864043697
3134962.0,-0.06951016746615048,-3.3185955159755656,5.0,5.0,16.17,nan,nan,nan,nan,nan,-0.06951016746615048,0.39245762278916274,46.52596543510182,30.909823638824324
3135012.0,-0.0,0.0,5.0,5.0,12.41,nan,nan,nan,nan,nan,-0.0,0.41364789693059534,46.52570412381524,30.909820247024392
3135062.0,0.04807537821592432,-0.11564272122765759,5.0,5.0,16.36,nan,nan,nan,nan,nan,0.04807537821592432,0.44020171459481083,46.52543520671893,30.9098166268313
3135112.0,-0.0,0.0,5.0,5.0,16.18,nan,nan,nan,nan,nan,-0.0,0.5688816777289675,46.52513323897949,30.909812410512476
3135162.0,0.0075251751394105875,-2.051614493517644,6.0,3.0,14.841666666666667,nan,nan,nan,nan,nan,0.0075251751394105875,0.6528704240747543,46.524982660005485,30.909810229121113
3135212.0,-0.0,0.0,7.0,7.0,16.1,nan,nan,nan,nan,nan,-0.0,0.6094991023016864,46.524921248792076,30.90980930040537
3135262.0,-0.09485788052183027,-4.528761020580029,6.0,6.0,17.425,nan,nan,nan,nan,nan,-0.09485788052183027,0.48785022939513145,46.52482101594319,30.909807713475317
3135312.0,-0.0,0.0,7.0,5.0,18.242857142857144,nan,nan,nan,nan,nan,-0.0,0.5415444889013057,46.524552370620576,30.909803279719306
3135412.0,0.043039855239941784,-0.29716557541906324,6.0,3.0,11.949999999999998,nan,nan,nan,nan,nan,0.043039855239941784,0.5062355911456639,46.524067028525316,30.909794995104264
3135512.0,-0.0,0.0,6.0,6.0,15.008333333333331,nan,nan,nan,nan,nan,-0.0,0.36534668552370647,46.523156592640696,30.909778339180946
3135562.0,-0.0,0.0,6.0,6.0,14.866666666666665,nan,nan,nan,nan,nan,-0.0,0.4496667051652939,46.522496419034645,30.909765493744466
3135612.0,-0.0,0.0,5.0,5.0,15.49,nan,nan,nan,nan,nan,-0.0,0.39670146157002806,46.52195725455543,30.909754755586413
3135662.0,0.04406026086345098,2.1035510266230677,6.0,6.0,14.833333333333336,nan,nan,nan,nan,nan,0.04406026086345098,0.3416897627086787,46.5213071560759,30.909741462018484
3135712.0,-0.08298710106465815,-4.185533932204821,5.0,5.0,16.35,nan,nan,nan,nan,nan,-0.08298710106465815,0.27469898033471757,46.52056599807573,30.909725946197007
3135812.0,0.04311179785668473,-0.29512456684737554,5.0,5.0,16.2,nan,nan,nan,nan,nan,0.04311179785668473,0.22783488420737852,46.51908699776642,30.909694336160296
3135912.0,0.04604259331218826,1.236117174045158,5.0,5.0,12.41,nan,nan,nan,nan,nan,0.04604259331218826,0.18612397586441792,46.517443891787764,30.90965797156113
3135962.0,-0.0,0.0,5.0,5.0,16.2,nan,nan,nan,nan,nan,-0.0,0.13253351987591871,46.51643194415646,30.90963489018665
3136012.0,-0.0,0.0,6.0,6.0,14.841666666666667,nan,nan,nan,nan,nan,-0.0,0.07699529325598856,46.515322466590376,30.909609248970757
3136062.0,0.0467492897853661,-0.18425434057321394,7.0,7.0,18.95,nan,nan,nan,nan,nan,0.0467492897853661,-0.1283039144408293,46.514135493276925,30.909581513566543
3136112.0,0.04325479614880394,-0.2910364954544827,6.0,6.0,18.15,nan,nan,nan,nan,nan,0.04325479614880394,-0.22093508526983702,46.51273858811775,30.909548583727773
3136162.0,0.04325479614880394,-0.2910364954544827,5.0,3.0,16.21,nan,nan,nan,nan,nan,0.04325479614880394,-0.11548607253991015,46.51119878494686,30.909512242678733
3136212.0,0.04586896052801052,-0.22098281912118675,6.0,6.0,14.866666666666665,nan,nan,nan,nan,nan,0.04586896052801052,-0.10340094419642598,46.50975267614255,30.909478189860696
3136312.0,0.11537912799416096,3.097612696854379,5.0,3.0,12.4,nan,nan,nan,nan,nan,0.11537912799416096,-0.15303377489057426,46.50681590435974,30.909408920923212
3136412.0,0.10378336970697848,2.7862984346955537,5.0,5.0,16.2,nan,nan,nan,nan,nan,0.10378336970697848,-0.2681117612386241,46.50361016239023,30.90933299099702
3136462.0,0.0482790426220508,-0.10591925472523196,6.0,6.0,14.833333333333336,nan,nan,nan,nan,nan,0.0482790426220508,-0.29305380003037,46.50194561085126,30.909293544843337
